interview,video,section_title,timestamp,comment,id
Clarence Price,https://vimeo.com/848581988,challenge_education,00:00:00," for years I worked in four different schools. My focus was English language arts, seventh and eighth grade.  Eventually education became overbearing. It's, it's changed. Teachers are required to do too much, and so I started working. I took a part-time job at Delta Airlines and I started working at Delta, and I let go of education for a while, found a new job. I was flying all over the world. I had this.  Great opportunity to experience different things. So I went away from education. Guess selfishly cuz I'm an educator at heart. But in 2018 I jumped back into education and I started educational service company that provides youth enrichment and mentoring. So my values were, you should read more, travel more, understand the habits of CEOs and develop. Tools to understand their mental health. My mother lost her mind when I was 11 years old, so I watched my mother suffer from schizophrenia from 11 till she passed when I was 27. So I kind of made myself a mental health expert watching my mother suffer. So for the years of her going back and forth to doctors getting prescribed medications, that didn't work.  And so for years I. Was right there next to her trying to figure out why my mother. And so as an adult I started to see how essential understanding of mental health was younger and younger is something that we don't talk about. As a community, when my mother was losing her mind, my mother would bust all the windows out the house, walk down the street naked.  Like I'm lucky that we didn't have a cell phone back there back then, or you would probably see my mother on some of the videos that you see on the news today. So seeing that That tragedy, that's a tragedy for a young man to see his mother in that state. You couldn't talk about it. It was nobody that I could say, Hey, I'm dealing with the worst trauma of my life over here.  So instead, I built my personality. I was able to make you laugh. I was able to talk about your truth, to hide my truth. And so ultimately what I've built now with the educational service company is an opportunity to be able to share those experiences and make sure that youth that are possibly experienced what I experienced, have out outlets and things to be able to help them to deal with the struggle of mental health in our community.  It's not just necessarily in my home, but as I've gotten older, I've. Had friends that was dealing with the exact same thing and they were like me hiding behind the mask of that trauma. So for me it is getting those resources to the youth and making sure they have access to how they can Be able to develop their toolbox and deal in these times.",28
Clarence Price,https://vimeo.com/848581988,challenge_child_hunger,00:02:41," youth hunger in Detroit. How can you think right when you're not eating right.  There are 300,000 school-aged children in the state of Michigan that are food insecure. Most children, they say that are food insecure, go hungry from Friday to Sunday when school is out. So most of these children rely on.  What they get from school to feed themselves so if we have students who are hungry Friday through Sunday, and then they say the last two weekends of the month, the last third and fourth week of the month when the bridge card or the food assistant card runs out, that they're most hungry.  So if we have students who are hungry on the weekend, then when they show up to school Monday, how can we expect to hold them to any standard when. Gut health and mental health inter correlated. So learning that and seeing the, the, the effects working inside of the school. I worked in Highland Park School District.  I was at Brenda Scott seven Mile in Hoover. That's considered the red zone. So I was in these places and as you look back at some of the behavior issues we faced, I'm often compelled to wonder, was it the lack of nutrition? Were we failing nutritionally? As the basis of education. So if you don't have a healthy breakfast, how could I have been grading you and holding you accountable when you didn't have the basic tools to be successful?",29
Clarence Price,https://vimeo.com/848581988,Marker,00:04:02," So for me, that's been another passion with mental health and food because I see it so correlated that. How can we be that beacon of education? More so not how can we feed people, but how can we teach people to fish? How can we teach people to be able to harvest their food, grow their own food?  And so ultimately that's where we're over here piloting. Now we're at a farm that has 15 acres in the middle of Detroit. And the students aren't going out and seeing, alright, I have to weed today. I have to make sure this is watered. I have to harvest the vegetables. And it's ultimately showing them where their food comes from.  The sooner you're able to understand what's in your food, how to get your food, it creates a different level of confidence. As far as hunger. If you're hungry, you liable to do anything to be able to feed yourself. But when you could be able to go in the backyard, start a small garden, start a fruit tree raise some chickens, we also have eight different animals here that students are able to work around and understand the growth and life lifecycle of those things give you the confidence to be able to.  Help build themselves. So my company is rooted in how can we expose younger youth. Right now I'm working with all students. It's probably between the age of, they're all probably 14 to 17, but ideally my thought is, We've gotta start back in kindergarten, like the things that they're over here piling is ultimately the curriculum that I wanna present to schools for the kindergarten.  Bring your kindergarten children over here and let them learn how to raise chickens and collect eggs and how to plant and harvest food because food is an issue. Those numbers, knowing that in the richest country in the world, there are 3 million children in this country that. Don't have access to healthy, nutri nutritious, nutritious food.  That's terrifying. But it's, it's more of a, I think it's more of an education issue than a financial issue because we're not taught, we're no longer taught the importance of growing and being able to control your own food.",30
Clarence Price,https://vimeo.com/848581988,challenge_tech_access,00:06:04," To the resources of technology, like being able to make sure youth are exposed to where technology is headed.  It's like we're being pulled through a sonic boom, how fast things are evolving and moving forward. And if you're not caught up to where it's headed, you'll be left behind. And so I think make, making sure youth have that access to. Those jobs that are going to be essential to surviving in the future.  If you don't have access to wifi, you don't have access to The future. So with those lack of resources, there's gotta be some type of programming that we create to be able to make sure that our kids aren't getting left behind.  Cause ultimately that's what it turns into is you being left behind. I think that's huge for the Detroit community.",31
Clarence Price,https://vimeo.com/848581988,Marker,00:06:50," Lgd educational services. Ideally, I envision my curriculum being in all schools across Detroit for youth that allow them to be able to build confidence, build understanding, and be connected to those resources. I'm all about creating possibilities for you. So the more experts that I can get these kids around, the more bosses I can connect with, the more bosses we can get to come and connect and input in the youth.  The skills that are needed, how can we cut the time that it takes for them to be successful? And then in turn, they carry and cover the nonprofit organization, urban Community Outreach, where our focus is youth hunger how can we teach the youth to understand what's in their food to better build them and be able to be.  Productive citizens in the community and in turn, impart that knowledge on those coming behind us because ultimately we're all connected, and if I'm failing, those next to me are failing. So if I'm succeeding, I should be able to connect with those next to me and help them to succeed. So, Just trying to do the work of person that I needed when I was young.  And so that's been my passion and my direction of how can I be that, that visionary and that beacon of light to help somebody behind.",32
Clarence Price,https://vimeo.com/848581988,Marker,00:08:06," Yeah. So, you know, now I have a therapist. Now I'm connected to a lot of the resources and counselors and people who point us in a direction. We invite them in to come talk, we invite them. We had a Narcan training here  . I could save a life. Yeah. Mm-hmm. I could save a life. Yep. So all my students, all my youth in the program were able to go through Narcan training. And so it's just things like that, just getting the experts to be able to come and say, Hey, here are these resources.  Here are the things that you didn't know we're here and this is how you can help someone else. So just finding the resources and putting them in front of these babies to be able to. Have a fighting chance.",33
Clarence Price,https://vimeo.com/848581988,Marker,00:08:45," As a percentage of the kids in Detroit, I probably can impact 1%, but it's, it is my ideal is. I aim to be able to pack the top impact the top 10%. If we build up and educate the top 10%, they can turn around and help lead and educate the other 90%. So my focus is how can you send me your, your leaders, send me your bosses, send me your students, your impact drivers, and then turn I'll provide them with the re resources, the experience and understanding, and then they can go back into their, They're a village and they can do the same for those that I can't reach.",34
Clarence Price,https://vimeo.com/848581988,Marker,00:09:21," So, the program we're hosting right now is partnership between L G D Educational Services, urban Community Outreach, grow, Detroit Young Talent. The Youth Connection, Pingry Farms and Milton manufacturer grow Detroit Young Grow Detroit. Young talent and the Youth Connection are both resources that are very big on helping youth get.  Access to funding and the resources that youth need. So students are paid by those organizations and they're, for six weeks, they go to different work sites to work. So Pingry Farms and Milton Manufacturing agreed to host the students here. So the students come, they have garden duties, barn duties.  We have a viticulture program that's hosted by Michigan State so students can come and learn how to grow grapes and develop grapes into jelly and things like that. We have an archery program and then it's on the campus of Milton Manufacturer. Milton Manufacturing is a government fabricator that fabric fabricates government vehicles, so ultimately student, these students can go into manufacturing plant.  You can't go to college and learn how to fabricate it. Government vehicle that's here, you literally have to go in, somebody has to take you under their wing and start showing you how it's done. So ultimately it's these students can go in and develop an engineering skill that'll pay them six figures for the rest of their life without ever going to college.  And so it's right here at seven mile and 75. Most people don't even know it exists, but to me that's the opportunity to be able to. Increase more possibility. So, Pingry Farms is a farm that's 15 acres. It's 25 acres, 15 acres of it is planet. It hosts the four H program that has eight different animals.  What makes us unique is  to join four H. To raise and show animals. Ultimately, these students have to have their own farm, or you have to go out and rent an animal. But what makes Pingry unique is that the students don't have to lease their animals. So we have eight different animals for students to learn and go to county fair and show.  Ultimately, it's just A campus of opportunity. And so the students that are over here, they're, they're making impact by improving the hoop house, improving the barn, and they're improving the gardens. So we're going to continue to collect the food, donate the food, and we got three more weeks of just them being able to do something that they normally wouldn't do.  Most of these young people would be, if I spin the phone around right now, There's eight of 'em in here. You wouldn't know it was eight of 'em in here. They all on their phone. They, none of 'em, were talking to each other. So when they come here for these five hours, when they come here for these five hours, it's five hours of me barking at 'em.  Get off your phone, come on, get out here in this garden. Come on, let's go pick this food. Come on over here and go help in the barn. And so It's exciting to see them develop and come out of their, shell start talking to each other cuz they didn't know each other when they got here. They didn't know me.  And so now through our program and through this opportunity, you can see bonds forming. You can see you've taken ownership like. Each one is taking ownership in something else they like. One of the workers enjoys working with the bunnies. So he does everything retaining the bunnies.  Another one enjoys the goats, another enjoys the garden, another enjoys the hoop piles. So it's these opportunities that I'm watching for him, and it's exciting to see young people doing things that they normally wouldn't do. It's no large farms in the city of Detroit. So where else can you get access animals and this type of garden. So it is, it is, it is definitely doing what I imagined it would do. I've been executive director at Pingry Farms for a year now. July 1st, I stepped in and my focus was to increase the education. So ideally I wanted. To be able to create a space of enrichment. I didn't expect that it would be paid, that I would have students paid to be here.  It's definitely exciting for me to see.",35
Wendy Dorsey, https://vimeo.com/856543515,Marker,00:00:00," I grew up here in the seventies graduated from Central High School in 73.  So if you figuring out my age. Yeah, I am. , when I was coming up in high school, we did not have access to. The technology that was, that was starting to come about that was something that you really didn't see. There were no cell phones pagers. CD players, USB cords, flash drives, none of those things were available.  A lot of my technology learning was pretty much and is pretty much on hand hands-on, I should say. And just learning that. So from that, what I've experienced is that the seniors.  People, a lot of people my age, maybe even older don't really know how to operate the new thing, the new technologies that are out there, my grandkids at four years old can operate, they can tell me stuff. They can show me stuff that's happening on my phone that I don't even know, and I'm paying the bill every month.",36
Wendy Dorsey, https://vimeo.com/856543515,Marker,00:00:57," A lot of people. A generation under me and, and beneath that had that technology given to them in school. Now what I've been put before lately we, with meeting the organization Silent Cry and dealing with people that are returning citizens and finding out that a lot of these individuals had left here, left home when they were like as young as 13 years old.  And coming home when they're like 50, 60 years old. So a lot of things that I got exposed to just from being out here in the world and having, having that opportunity to, to witness the new technologies and, and experience a lot of it myself. These individuals didn't from 13 to 40, 50, 60 years old.  They come home and they're expected to, to get just engulfed in, in what's happening in the world right now. And they don't have any, any information on, on what, what a lot of this is. Even with cars, the cars that we have now, I have a car that. You don't even put a key into it. You just push a button in.  It starts up and you don't even have a gear shift. You push a button and it shifts gears for you. Those technologies weren't around when these individuals left and left home, and now they're back and they're expected to know how to do this. Even with television.  We, a lot of 'em, we didn't have cable at one time. If we didn't have cable and internet, So we just had an antenna and, and maybe a remote control. VCRs were out with, , the tapes that you put in, we had those were available, so now we don't even use those anymore. So your television is a smart tv.  So you have to learn how to operate all these new things.",37
Wendy Dorsey, https://vimeo.com/856543515,Marker,00:02:49," They don't have the money. To be able to call them and put money on their, on their cell phones so they could make phone calls. And I remember early on when he was in, you would have to put money onto onto his books so that you can make a phone call and it would, if you put $20 on onto the book for him to make a call, the, the service would take, I think, up to about $5.  Just a call. And then each call costs so much money per minute. So you're only making, if you're lucky, maybe you'll get two calls out of that $20. And a lot of these families, $20 is a lot of money. They don't have it to, to issue out like that. So, The contact with their families is, is very minimal. And then you have some of them.  I know there's one young man that was working with Silent Cry agency. He went in when he was 13. He come out, he's 50 something years old, and all of his family have passed away. So he comes home and there's no family available to him. So it's, it was hard. Hard for him to adjust and it's still hard for him to adjust to living out here in the world.  Very talented young man. Very, very gifted. He learned how to how to write papers for inmates and that kind of helped keep money coming in for him 'cause he would write letters and, and different, things that he would write for them to, to submit to courts.  And so he, he learned how to do all, all of those things. And and that's what he said, it, it kept him able to have funds to buy food and deodorant, toothpaste and stuff that a lot of us just take for granted. Here on outside and not having family available to help him out. He just found a way to survive in inside.  So now he's out and he's doing the same thing, surviving ' cause there's no skills affordable to him. And then coming out with a felony, where do you work and where do you get loans and where do you find housing and. No family. So what do you do? And what I saw with a lot of, especially the men, is they get attached to a woman that they meet that correspondence or they come up and visit and they get paroled to that female, that woman.  And while they're on probation for the few years, because they come out, even though they got out, they're still put on probation for a couple years. And if they mess up, On that probation, they go back.",38
Wendy Dorsey, https://vimeo.com/856543515,Marker,00:05:13," It's a different scenario, unfortunately, like with my nephew he got life.  So but everyone that, that was locked up with him or out except for him, 'cause he wouldn't snitch. He wouldn't tell. So he's still locked up. But there was some flaws in his case that the family has an attorney that's been looking at it, but even with, with our family is everybody, , trying to chip in.  It's expensive. It's still expensive. When you're talking about several thousand dollars at a time, that's gotta go for filing paperwork or for the attorney to look at the paperwork. And those are hours of of time. So it's been a few years that we did find an attorney that was willing to look at his case.  'cause he also happened to be an ex-offender who got out on a, on a technicality that happened in his case that he found. So he's using those skills. To help others that are, are locked up un unjustly or unfairly. So, but for, for families and for these young men and young women, there's a lot of women, a lot of women that have been locked up as teenagers and a lot of them, , for the crimes that they committed was, a lot of it was for self defense.  'cause of women, women get raped, they get beat, they get. Really put in bad situations to make them do things that they really don't wanna do, but it becomes a, a thing of survival for a lot of them. Or like one young, one young woman that she served 30 years in, she killed someone that was trying to rape her little sister, and I think she was, this, this lady was about 16.  So her little sister was much younger, but she got out because she was a juvenile lifer.  So it is, it's a, it's a real sad state of affairs in America.  , but a lot of these young people were released ' cause a lot of their cases were, were tried unfairly and unjustly for.  Well the young man that I was talking about, he killed his mother's boyfriend because his, he was abusive and he was only 13, but a child tried as an adult, and I think that's what the, the problem was, is that these people were were tried as, as adults and they were children. And not good representation.  You, you grow up fast, you learn how to survive. Whereas here, when you were out, you had your, your parents or your other family members that will help you maneuver through going into adulthood, , but they don't, they didn't get that.  And, and the the staff inside doesn't become their parents at all.",39
Wendy Dorsey, https://vimeo.com/856543515,Marker,00:07:44," I'm really a big supporter with Silent Cry. And I, I try to get the, get the message out that these things are happening and have happened and that where awareness, awareness has to happen, that these things are going on and still going on, and especially with our children.  It, it hasn't, it hasn't changed. Even though they did pass that law. Let all these people out, they're still, they're still incarcerating young people. , and people of color and people with less economic standards. They're, they're treated less than everybody else. So they get, they get used and, and, and put into situations that if you had the money or if you look different than me, you would probably get away or get out or get more help.  And even once you, if you do and you come out and you look different than me, you probably would get more access to resources that will help you along the way. , it's still lopsided. It's still, it's still still got one leg, ? And then, and our system is still limping and it's still blind.  The only thing we can do is that everybody, that I think, that everyone that, that has a, has a soul and, and want to see something happen, you don't really have to have a lot of money to, to try to make a difference. You just gotta have a, a ear and a heart to see a change. , sometimes all it takes is one person willing to just listen.  Sometimes all it is is, is just a touch., a consoling touch that, that you're listening and you have compassion. You don't have to be what they call a sucker for stuff, but you just have true compassion and understanding as to what's happening with these people.",40
Wendy Dorsey, https://vimeo.com/856543515,Marker,00:09:22," It's just that people, people just need support and compassion.",41
Wendy Dorsey, https://vimeo.com/856543515,Marker,00:09:26," the whole world knows that America locks up more than 50% of their African American population. . And they know that America is built on the idea of slavery, free labor when they're in prison, free labor. What they make? Some people, some of them, I think they increase the money now, I think they get like maybe $2 a day or something like that.  And if you got a lot of the parents that are in there and their children are in the foster care system or on the welfare system, that money has to be paid back. They're gonna pay back that money on $2.  It doesn't work. It doesn't work. So when they come out, if they come out, you got child support, you owe, you got restitution, you owe, you need to get a place, you need to get a car. How do you survive?  And you're not supposed to go back into your old neighborhood. . So where do you go? Where do you go? Who's gonna take you to find out that, you're returning citizen? . Who's gonna do that? , so there, there's a lot of education that needs to happen to the general public.",42
Wendy Dorsey, https://vimeo.com/856543515,Marker,00:10:29," no education. The, the schools, the schools in, in the poor neighborhoods, there are hardly any, , in the city of Detroit there's over 200 closed schools, 200.  Where are these kids going to school? They gotta get up in the morning at five o'clock and get on the bus at 6 30, 7 o'clock to get bused. 10, 10, 20 miles away. And then you don't, they don't get back home until four or five o'clock in the evening.  Who, who? What? And their parents probably aren't there 'cause they gotta work somewhere. They gotta work one, two jobs. So the kids are home by themselves. And then of course they're gonna get into stuff. Their friends are doing things, they're gonna do stuff, there's no supervision. And then they're going to a school in a community that don't want 'em in there.  The schools, the school system, the public school systems aren't, aren't up to par like they should be. Then the kids are tired. They gotta get up if they get up and go, because after COVID, a lot of kids don't go anywhere. They, they still at home and they're behind. So what do you do? You do other things.  'cause you gotta eat, you gotta live somewhere. , mom don't have a lot of money. Grandma don't have a lot of money. Grandma don't, , she barely making it on, on $800. Social security check. If it's that much. She gotta feed these kids 'cause Mom is not around anymore. And after Covid, we lost a lot of people just from Covid.  So what do you do?  Like, what do you do? So the, the general public, the public at large needs to be more informed. They need to be willing to listen to what is really going on in their neighborhoods and in their communities. They need to really, really get more involved in, in speak out at city council meetings community, community meetings.  They should have a school in their district. They should have. Grocery stores and things affordable to 'em that they can walk to. They should have busing a, a, a bus system. We don't have, a lot of 'em don't have that anymore. They just don't have it. When I was going to school, we just walked up the block.  There was a school. It's not, and a lot of schools aren't there anymore, so the kids are so who's paying for that?  There, there's a problem. So, and I, I think a lot of it lies at home. A lot of us at home, in our own communities, with our own families, with the neighbors, we need to, we need to be more in tuned and more involved. We need to. We really do need to take the blinders off and go do something. , when you sit back at home and you just peek out the window, 'cause you don't want to be involved and you don't wanna be a part of it, it doesn't solve anything.  It's not gonna help you and it's not gonna help your your, your community.  And you do need to learn how to vote. It does work. It does work. Get involved. We have voices for a reason.",43
Holly Wilson, https://vimeo.com/852556837,Marker,00:00:00," . So what I'm seeing as far as returning citizens when they're coming out any barriers or concerns? One thing that I'm seeing, and maybe they don't know how to communicate it is that when they, when they come back trying to merge with a family after they've been removed for so long, and especially the men, the men are coming back, the men are supposed to be the head of the household, right?  And so coming back to a household where now you're an alpha. With, you know, maybe it's another alpha there. Maybe the child has now become that person that has been helping mom try to hold the family together. So there's a struggle. Right? And it's a struggle. And I don't think that they understand why the struggle exists.  The pa the passing down of the torch or how we were brought up that the men is supposed to be the head of the household and we know at a lot of the households it's the women.",44
Holly Wilson, https://vimeo.com/852556837,Marker,00:00:53," And then on the other side, the women who have been removed from their children's lives and now they wanna come back and connect with their children's, where they could only see them during a certain time when they were told they couldn't touch 'em, they couldn't do anything.  And someone else in the family is raising the child. The grandparents are raising a child. And of course, you know, we've all had that where our parents, no matter how old we are, they still think they know better than us. Well, these are my children, right? These are my children, and I understand that you've been taking care of them and you did a great job, but now you need to relinquish that.  I think there needs to be more services , to help the family with those, those challenges. Because what happens is it's so toxic. It's so toxic that the kids are taking away the, the argument, the the feeling of inadequacy the, the self-doubt. You thought you were ready when you got out, but you weren't equipped with everything.  You've been away for a long time. Things look different. You know, there, there is time that's needed for you to get acclimated. So that you can be that sole provider.",45
Holly Wilson, https://vimeo.com/852556837,m,00:01:53," , it's the, the network of folks, the having the awareness and creating this support system before they get out. Recognizing who the support system is and getting it validated before they come out.  Don't tell 'em once they get out, have it already in place. Right. Already had them introduced to it like we're talking now. Virtually they can do that. They right. The, the judges talk to them virtually sometimes, right? So there, the tools are there, we just need to use them and we need, we, society needs to create this for them.  They don't know what they need. And so I like the fact that you're interviewing and asking people, I've not been incarcerated. I have I was almost, so, I think I'm scared straight, so I didn't get a chance to go. But I'm among people who are returning citizens all the time, and I'm wowed by them. I just had a class on Saturday Michigan Liberation in Detroit, and there were three facilitators, three young black facilitators, and two of them were returning citizens powerful.  They had to be in their twenties, early thirties. I'm 51 years old. Powerful. I don't even know if I was speaking like that at that age. So somewhere in that time, either they had it before they went in or they developed it, or somebody poured into them while they were locked up. I know for sure when they got out, they found a support system, something they believed in, and they poured all their time and energy into that.  A good organization or a good group to look at when people come out and they feel like they don't have a skillset is some grassroots organ organizing because there's always so much work to do, even when you find self-interest, when you find that you're interested in this or you have these problems.  So I wanna work on this for somebody else that's grassroots organizing. So I think for those people who already don't have stuff, stuff set up where they have self-doubt, We can use this time to train them. All of that money is being pumped in. That training is free, and they're among other people who believe in them.  And if we don't have them around, people who believe in them, they're gonna go back into the system. So that's what I see.",46
Holly Wilson, https://vimeo.com/852556837,Marker,00:03:59," A lot of people just never got a driver's license, right? So now they've been tucked away for a while and they come back and a lot of people.  Don't have a high school education. So can they even pass the test? Is there somebody that interprets and read for them? Like, my children are on individualized education plans, the IEP, right? So when they take their test there, there's somebody, a aide that reads to them and they verbalize that who is standing in the place of those people who don't understand the words that's on that driver's license test.  It doesn't mean it can't drive, it just means that they couldn't comprehend or read.",47
Holly Wilson, https://vimeo.com/852556837,Marker,00:04:30," So I have two, so I have a 31 year old. A 28 year old and a 13 year old, and my 28 year old and my 13 year old both have individualized education plans.  Although I think my 13 year old is this just the brainiest of the three? I think he just doesn't apply himself. I think he, he has fallen victim to what this lead crisis may have been in Flint. So I think that's where some of his disconnect is because he was a kid that was walking at seven months and never crawled.  Like he had a first everything and then all of a sudden it was a big switch and there's a problem. So with him, I put him in a different category because it could have been the lead poisoning. We don't know. We won't know for years to come. But my 28 year old, he the reports I used to get on him really saved him because I came from, I came from a family where they believed in whoopings.  You know, if you didn't do something right or whatever, this is the way you were taught. I hate to say it now, but when I look back at it, it was conditioned from slavery, right? I beat on you and you don't do whatever, right? So we know that's wrong. So my son would get D's and E's, but I would tell you this, before his teachers would show me his report card, they would tell me how thoughtful, respectful.  How delightful he was to have in their class, how they would work with 20 of him every day. They would, no matter what teacher, they would big him up. And then they would show me his report card and say, well, mom, I want you to know he came in and got extra help in the morning. He, he stayed after school.  He got help. He, he ditched lunch, he got help. And so all those things helped me because I knew he gave his all, he gave his best. And another thing that came out was they said generally kids who got grades like him had behavioral problems and he didn't have any behavioral problems. Right? He was the clean cut kid.  He was a respected kid because that's how he was rear. And I worked with him just to get the D's and the E's. I knew it was a challenge 'cause I was up in the middle of the night doing those type of things. So I think too, Your background. You don't have to be a product of your environment, but those people who have already gone, gone into the jails and they weren't all bad.  Some of 'em came from affluent, , homes and, they had education, but they chose to, they chose to go down this path or they got caught, right? But, Coming back, their challenges may be something different or coming back. They might already have a job set up for them. You, we see all the time on tv it, it's on, it's on tv.  You can come from a good family and commit a crime. That family's gonna take care of you. You always have a job. It's people under you and you still doing that. Now you doing white collar crime instead of the blue collar crime and, and you know, you got an another layer there. I just think there's a lot of things that go into.  Why people are returning and the services and programs that need to happen for them. I don't know everything. You don't know everything, but they have to communicate more what their barriers are. The problem is a lot of the ones that are in there haven't used their voice. That's why they've been doing the wrong things.  They don't know how to use their voice. Is there somebody really there listening to them? Are we just trying to get 'em out, crank 'em out? Oh, they out, we know they gonna come back. It's a big business. I think that they're withholding some of the programming that they know they should have been giving these people so they could come back.  That's what I think though. That may not necessarily be true.",48
Holly Wilson, https://vimeo.com/852556837,Marker,00:07:54," I'm a community champion. They call me Community Holly. A lot of people are like, oh, that's Holly, you know, community Holly. They don't know what hap that I'm speaking from.  Because I wear so many. But my current job I work for Michigan United. It's a grassroots organization and I'm in the movement politics department and my region is Detroit, Genessee County and Saginaw, and pretty much. What we do well, I'm in movement politics, but as an organizer slash outreach manager.  Pretty much what we do is identify injustices and we build campaigns around those injustices. So I may go to, the local grocery store or some other businesses, and I build a relationship so that they understand who we are, what we're doing in the community, because a lot of people come through their doors and they have with whatever problems they have, right? They hear a lot of things. They're, they're like the social worker, right? And they don't even know it. They're a grocery store, but they see the same people. The people that live in the neighborhood, they are yet another source of support, right?  But if they don't know how to connect the information they receive from those people with another group who's doing it. Then we, we leaving a lot of power on the table. I'm just one vessel to connect that. And grassroots. I also belong to a couple of faith-based organizations where we have an obligation to the community.  So I'm a a Eastern star, which is auxiliary to the Masons, right. And then I'm a daughter, which is the auxiliary to the Shriners, all has a Masonic foundation.  I know I meet people where they are and I think that I have an engineering background. I worked for General Motors for five, six years as an engineer, and I think those, those critical skills that I learned in college and then on the job are things that help me look at things a little different here.  In the community. Because you know that critical thinking, I always try to figure out why is that happening? I may not know why, but I see about five things that I can flag. Is there something I can do to eliminate one of those things or help to make it better? Or immerse that those five things now into three instead of the five.  I try to eliminate silos when I see people working in silos and they're overworking themselves like myself burnout, right?  And then a lot of people don't wanna use their voice 'cause it's like nobody caress, it's just me. Or you have people who are waiting for others to come save them. It's time out here in Genesee County. We can't wait for nobody to come save us. The, the factories are not coming back. We'll be waiting. If we keep waiting, we won't even have a house.  We got a lot of houses with tarps on them. So you've got people who've been incarcerated who come back to Genessee County or come back to Flint on the North end or anywhere in Flint. And the house they used to live in and grew up in, they got a tree growing up the middle of it. But they stand there, they living in the house, the lights is on, but the water is off.  This is real stuff. You just think about it. We live in Flint and I don't know where you live, but I live in Flint. We still can't use our water. So a lot of this weighs on your mental health. Right. It weighs on your mental health. I have to drive past abandoned schools and houses with tarps on them. We have food desert, and by the time I get to where I'm going I'm mentally exhausted and drained.  I'm, I'm depressed, right? So if I'm not incarcerated and I feel like that, I can only imagine how they feel when they're feel inadequate, when they come out and they don't have the support system. So I feel like when they don't have stuff set up for them and they're looking for jobs and they might be, you know, $5 away from committing a crime right to eat or whatever it is that they want, connect them to a grassroots organization.  I think they can get all of that and people will build, you know they will want to pour into their development and they can build in on their skills and we can work at something together is what I think.",49
Holly Wilson, https://vimeo.com/852556837,Marker,00:11:27," , it's worse because the people who were sending us the resources, those resources have pretty much dried up. You know, they want, they want the nation to think that, oh, well they got good water now. Yeah. But the water's still going through nasty pipes, so we're not gonna drink the water.  'cause they have to go through the nasty pipes to get to me. So it makes no sense.",50
Holly Wilson, https://vimeo.com/852556837,Marker,00:11:43," General Motors pulled out. So Flint was a General Motors town.  So when General Motors pulled out, I mean, we have a few factories, but this whole time was General Motors, right. So they moved out for a lot of different reasons. One of the reasons if you look at the research was because the water was rusting their brand new cars before they could sell 'em. So if the water was rusting their cars, why would you give it to the people to drink?  So that was one of the reasons. Look it up,",51
Holly Wilson, https://vimeo.com/852556837,Marker,00:12:05," people want a better quality of life and those people who followed their jobs left right, who could follow the jobs or go somewhere else, they left. It took their family.  They want a better quality of life. So when those people picked up and left, and then you know, like every 10 years we get the census. When you only have so many people here, the resources to keep those institutions open, you don't get that amount of money. That's why they always do that count. You know? I don't know if you have kids that are in school, that's why don't count day.  They want everybody there. Well, it's the same thing with the census. They only do that every 10 years. So if your population is this for 10 years, you gotta deal with that amount of money. Now we could get a surge and get a lot of people come in right now, but we still gonna have that same small amount of money that was allocated from 2020.  We're not gonna do it again until 2030. Yeah,",52
Holly Wilson, https://vimeo.com/852556837,Marker,00:12:49," It's really good for these companies when they wanted these headlines of what they're gonna do. Let me tell you, I live in a neighborhood called Civic Park, and Civic Park was the first neighborhood that General Motors built for its employees. I just described what my neighborhood looked like.  There's no way you should be going to any other neighborhood, but the first neighborhood that you set up for your people. And you help contaminate the water before there was any regulations you was dumping in the water. I know you was. Everybody were, there was no regulations. Nothing was given you, so you contributed to that.  Did they come back and clean up? No, they did not. Did anybody make them? No. You know what they did? They got their fancy lawyers and they let somebody else go in and buy whatever under whatever name and buy. So now it's not their responsibility to come back and clean up. They were moral responsibility to come back and clean up this water because it's their mess.  And then you leave the neighborhood and you don't fix the neighborhood. The neighborhood that you said you built for your people,  Feel like that and I'm not incarcerated, what about the people that went in when their grandparents and their parents worked for general?  There was never a poor person when General Motor was here. There was not poverty. Everybody worked. Think about that. We're a very small town. I can't tell you what the numbers is, but everybody worked for General Motors. There was no poverty, there was no ghetto, there was none of that. That did not happen until General Motors left.",53
Holly Wilson, https://vimeo.com/852556837,Marker,00:14:05," The big thing now is violence interrupters. So now, like I just finished lobbying in March, $20 million for them to put in the spending budget for. Violence interrupters for urban communities. Why do we need that? Because these urban communities don't have enough resources to pay for the police. Well, even if we have the police, the, the community doesn't want the police because the police are doing stuff like choking us out and killing us, right?  So we're like, you know what? We know we really can't police ourselves, but we need to figure out what things we can do before we call the police. So there needs to be training. There needs to be, who do I go to? I don't wanna call the police because, Even my, my, my youngest child and my grandchildren traumatized.  They would see the police when I was young. We saw the police, we wave at the police. I don't know about you. We waved at the police and the firemen and stuff like that, right? These kids run from the police and no reason to run from the police. They run from the police. You know why? Because police are bad.  Because when they see the police, police are coming into their homes or. Dragging their loved one out, their father, their brother, their whoever, or they're riding past and they see people on the side of the, the road with their hands clapped behind their back and they're like, oh my God, the police, the police are some, they're bad people.  They're gonna destroy my family. I. Me and my sister are hungry. My parents are on drugs, but we do have a house, right? But we're out here. We're out here after hours because we're walking five blocks over. 'cause I know a teacher that's gonna feed me, but now I'll try to get home and the police are all, let's take off running.  And then the police chase us because they think we've done something, because we're running. And then either we get killed or we get accused of something that we didn't do. I'm just saying that's real.",54
