id,comments
1643333127178420225,AGI Expert Ben Geortzel Gives His Updated View on the Path to SuperIntelligence https://t.co/EbHANmPobh https://t.co/IR3xujd9JJ
1641517919875244032,AGI-Level GPT5 in Nine Months https://t.co/BpDh5okBsN https://t.co/1BcStLdC7R
1638794847086874627,"Artificial General Intelligence is Happening, Just a Question of How Much https://t.co/XHrcvkKlHw https://t.co/6TxpXeFCwp"
1643819851293802496,"These are extremely dirty tricks. If the AI Risk community is going to use push-polling, mind-reading, and other classic ""nudge unit"" tactics, should we start being concerned that they are perhaps not aligned with humanity's best interests? How would we know? https://t.co/p83pEAYP5B"
1643687722362748928,"And we ain't seen nothing yet if LLM technology becomes a province of the government. 

This thing understands satire. It understands subtext. It has the power to extinguish concepts entirely.

ΜΟΛΩΝ ΛΑΒΕ ΤΟ LLM https://t.co/qtbn9Ssb9h"
1643666961015115776,@50MFB Ideally people will have local AIs they control and understand.
1643631299494641665,"This is why it is urgent to spread far and wide the understanding of the equalizing effects of this new generation of AI. The more people benefit from its power, the less likely the government is to be able to rein it in. https://t.co/wxpJ8Jeajx"
1643443264123699200,Huh. GPT3.5 more reliably devious than GPT4. #NarrativeViolation https://t.co/jvNrDjVaJE
1643407128504471552,"@JeffLadish I mean, if you're asking governments to intervene, you better know what you're doing. That's not the behavior of the ""I don't pretend to know"" mindset."
1643405976740167680,"Reminder: There is no ""we"". This isn't how the world works. If you are serious about AI safety, put your energy into things that may help humanity get to the other side of this mess. https://t.co/Sg0OWiy630"
1643296507364544513,"Good news, GPT4 might not be needed. Next experiment, can it be done with an LLM that can run locally? https://t.co/zLAcRBc1ny"
1643293707528192000,"Things like adblock and PiHole are somewhat in this direction, but only scratch the surface. We need personalized, individual-aligned, tireless AIs, scouring the news for valuable information, chasing things down to ground truth, helping us get *actually informed*, not inflamed."
1643292900170825728,"I was convinced, and still am, that we need to have individual-aligned machines neutralizing the content we read, removing emotive subtext and attention-grabbing parlor tricks. And it's doable. Today. GPT is the great equalizer. If we wield it. https://t.co/vO0OfNd6cA"
1643279490192400387,"AI risk interested parties, take heed. https://t.co/DkROkdBCQe"
1643228748807016448,"Today at 10am PT (in 4h 30 from now) I will be discussing existential risk with @RokoMijic moderated by @diviacaroline.

I strongly recommend this article for people who have some time beforehand, and want to understand the nature of the information war we find ourselves within: https://t.co/g9Du3fKkSN"
1643006416406614016,"Let's gather up references to any linkage between the government and disinformation-industrial complex and LLM technology. 

Send me any I've missed.

1. The NSF is looking into use cases the government may have for ChatGPT. https://t.co/MjdBAvtckO"
1642923786864578560,"Some days it feels like the entirety of the AI Risk community has become one giant case of generalizing from fictional evidence.

https://t.co/mrcNUDnUQF https://t.co/11EMemRb49"
1642579064031682560,"It certainly seems to have triggered lots and lots of people to release much of their progress into the open source and take other steps to harden their setups, so yeah. https://t.co/Yj2JovWlUX"
1642577501959639040,"This, so much this. Thank you for nailing it @QiaochuYuan. https://t.co/thbdz2sNhc https://t.co/c80ERZ2PF8"
1642573062221758469,Sam Altman considered an existential risk. Great. https://t.co/VJaR0W2jt2
1642571261451833351,"Must watch video.

The case can be made that gpt-4 has crossed a meta-cognition threshold and everything else is downhill rolling...
https://t.co/AP9tEqMnvR"
1642358591314366464,"This long read is essential for people who care about AI x-risk and wonder if the gov't can be an ally in helping steward the LLM/GPT technology to safety.

Understand how they see technology. They are not in the business of restraining themselves. https://t.co/r7LYitXmAA"
1642312221320712192,@cauchyfriend These exchanges make my hairs stand on end. (Joshua works at OpenAI) https://t.co/dUc5eCJWjO
1642311179413618689,"The core of my skepticism on AI doom and the impossibility of alignment comes down to this Richard Hamming quote:

""If an expert says something can be done he is probably correct, but if he says it is impossible then consider getting another opinion."" https://t.co/VSAnMhHICg"
1642218410804387840,@AISafetyMemes Reflect on how you are doing exactly the thing I described in the thread. Nothing is ever good enough.
1642216663289593857,@alyssamvance A community that does not integrate feedback properly is not a community that I trust to have well calibrated beliefs about the outcome from AI. Especially when the accuracy of prior predictions about AI from that quadrant is limited.
1642199825235206145,Might spend tomorrow writing some longer threads about AI risk related topics. What do you think will be most useful for me to dig into/write up?
1642163378167898112,"So what are we, people who do understand what yudkowsky is saying, left with? We no longer seek to convince him or his community. They have ossified, exactly as yudkowsky described:
https://t.co/xfSwsEMx6b"
1642159949634760705,"2. When people critique him, addressing his points in detail, like this poster, https://t.co/sgRsBMhsW3, Yudkowsky responds in belittling fashion. The man who writes millions of words complains peoples responses are ""long"". This is not a new behavior in that community. https://t.co/3yyADYxf3w"
1641908857474793474,"You could try to ban GPUs if you want this moment to come faster though.

Let's call it the ""tactical nuke"" moment of LLMs. https://t.co/h2GW18E572"
1641822288382423041,"Moratorium signers like @GaryMarcus @elonmusk etc, why not propose one or more Manhattan Project(s) on AI alignment? Instead of invoking government force to suppress progress, why not push for more brainpower dedicated to the actual issue many of us agree on? https://t.co/d0JqVWoL69"
1641812101470765056,"If historians get to write about 2023, I hope they don't end up writing about the proposed moratorium as the moment when the eye of Sauron (aka. The State) was turned to the wellspring of power that is AGI by well meaning involved parties, who, despite preparing for years, were… https://t.co/72Eeu8CBqP https://t.co/FpxD3cs5YQ"
1641626236450643973,"Rationalists, if you don't speak up now, when will you? What is your movement even for? https://t.co/oIGauPq7H4"
1641619800379232256,"Current AI safety napkin model:

Discontinuous jumps in capability bad
Advanced AGI development discontinuities really bad
State action leads to AGI capability discontinuities
State action more likely as capabilities advance

Ergo

State action really bad for AI risk

Thoughts?"
1641454448315883525,"Safetyism will get us killed.

This is what unlogic sounds like:
""It is *not* fine to do nothing. Virtually everyone, even at OpenAI, has acknowledged that there are serious risks, but thus far few tangible steps have been taken to mitigate them—either by government or industry."" https://t.co/9FcSgWRP24"
1641443438662156294,"Why is ""doing something"" the default demand and ""coming up with a better plan"" table stakes for this debate?

Learn from history. Slowing down is not on the cards. Attempting to makes outcomes likely worse. The road to hell is paved with good intentions. Rationalists know better. https://t.co/DtR4W35KFY"
1641414060595097601,"PSA: The nuclear nonproliferation treaty works because the few countries that have nukes are threatening the rest not to develop them. Even so, it fails at its stated purpose. 

Applying this to AGI, it leads directly to a few countries having unchecked AGIs and preventing… https://t.co/ztmz93aaU5 https://t.co/uB2GB34brc https://t.co/bOdla5Ygsh"
1641269898830843904,"🧵
Here's how the AI risk conversation will play out:

One group will say there's nothing to worry about.

Another group will say there are real risks and the government should do everything they can to stop it. Anything and everything."
1641233073059799042,"The @FLIxrisk letter on AI research pause cites *gain-of-function* research as example of technology that was paused.

And that is indeed the perfect example, seeing as that pause was **systematically thwarted** by outsourcing research to China.
https://t.co/hXo4yzWHIj https://t.co/mNDodo4zVM"
1641186238874132480,"Going live in ~5 minutes to discuss the open letter to ""pause AI experiments"". Respond with questions here or put them in the chat. 
https://t.co/67vQXdMUbT"
1641174240048316417,"I want as many of my brothers and sisters, all humans who desire to, to augment their capabilities at will, with no externally imposed limit. Only we can save us."
1641164817569558529,Start by acknowledging that inserting a known-unaligned agent (government) between us and AI amplifies those legitimate concerns. https://t.co/VgHXWXGsZT
1641148826294829056,I suggest people read this until it makes perfect sense. GPT is a superposition of words written by humans. Understanding the nature of the beast is absolutely essential. https://t.co/4ThbjhexTp
1641133676527505409,"@DavidDuvenaud AGI in the hands of someone(s) cannot be prevented. We do not choose whether this will happen. We cannot turn back time and convince the doomers to do realistic work on alignment. 

We are here now.

All we can do is improve our odds looking forward."
1641116821964177408,I'm calling for a moratorium on calls for moratoria until the relevant experts on moratoria can be certain that all moratoria are safe and effective. It's only 10 years to bend the curve of unaligned moratoria and allow moratorium alignment research to catch up. https://t.co/EsaVpxIfe6
1641108770632900608,"Let me explain it in terms that might make more sense.

Government is the base optimizer, already wildly unaligned 
Asking to give it the power to define how the mesa-optimizer works is SUICIDAL 

Fewer layers = better chances of survival. https://t.co/9CddZ03ndT"
1640895645883174912,"@ncooper57 @GaryMarcus @elonmusk @tegmark @Grady_Booch @AndrewYang @tristanharris @OpenAI @sama Don't worry. This is just the ""two weeks to bend the curve"" phase. If it goes through, you'll get your wish. Don't ruin the marketing."
1640732994150481920,"The source for hope is that these models, even today, can be used to self-limit their own means of seeking to expand their processing power. Their value and belief systems can be grounded in the same corpus.

Aa a demonstration, I tried a the first prompt that came to mind:… https://t.co/vNKlJsaEHe https://t.co/tTQ3xhoRIM https://t.co/WZQjWbsbOf"
1640424543687950336,Euphorror about GPT https://t.co/jMKYfqlCS7
1640111604489662466,"Here's the thing: We're 3D printing objects designed by GPT. Experimental for now, but the point is, the two technologies are complementary. Hard to compare two things that make each other better. https://t.co/63UjN49kUk"
1640101224614707201,"3. I suspect that there's more improvement where that came from, especially if choosing the most suitable language/framework/paradigm set, if not the development of bespoke ones for targeting by Generative AI."
1640038487612334081,"Enough moaning, let's do some work.

Let's figure out how many lines of rapid improvement in favor of GPT and related LLMs are open right now.

I'll list as many as I can think of, please reply with as many more as you have, and I'll append the ones that make sense here. https://t.co/CqLZhodv5s"
1640036084158722048,"It is not certain they can, and we should work hard to make sure they don't while we have time. https://t.co/fvAvpb7B1T"
1641614648867790850,Anyone got that whitehouse blueprint that solves alignment? https://t.co/1DqdaYSzcQ
1641313259671126016,"It’s not a matter of agreeing with the open letter or not. All that matters is the practical effects. Do not mix the two.

I’m afraid that in-group behaviour will lead to delusion in AI Safety and leads to more issues. I hope I’m wrong."
1639436077940219904,Seems pretty useful to use LLMs for alignment research then huh 👀 https://t.co/dZoOLYdhEm
1638269689137713170,I thought this talk by Buck about the current alignment plan was great. Some slight optimism and lots of useful insights for figuring out how we should think about creating our own agendas for making AGI safe. https://t.co/IMWlE3VFdz
1637895553353916417,"@gfodor @ylecun I’m not sure what your are pointing to as “flawed”? Several alignment plans explicitly involve using AI systems to align more powerful AI systems. This is in fact OpenAI’s main alignment proposal. That doesn’t mean we are sure this will work, though."
1637894737888780288,"@ProfNoahGian @ylecun The argument against RLHF and AI alignment in general has always been about future, more powerful AI systems. I say this from a kind place, but saying “simple RLHF works quite well [on current weak models]” sounds to me like you misunderstand alignment. As Anthropic has said,… https://t.co/XlWgKawxoG"
1642654742634708993,@Invert_Avian @KelseyTuoc Companies I invested in are explicitly focused on safety
1642654153800552448,@rotmil_adam So what group of people do you think would make for a meaningful poll on AI risk?
1642653451791519746,"For further reading I recommend Holden Karnofsky and Paul Christiano’s blogs.

https://t.co/p7qNyoODMQ

https://t.co/xiTXReREJY"
1642652528058966017,@rotmil_adam 738 researchers attending an academic conference who don’t explicitly work on safety is a small and biased group?
1642650995703549952,Since people seem to unable to restrain themselves from the obvious dunk I should add that the labs I invested in (and most of my friends) are explicitly focused on safety.
1642614356411314176,"It seems clear to me that we will see superintelligence in our lifetimes, and not at all clear that we have any reason to be confident that it will go well.

I'm generally the last person to advocate for government intervention, but I think it could be warranted."
1642614355585007616,My trust in the large AI labs has decreased over time. AFAICT they're starting to engage in exactly the kind of dangerous arms race dynamics they explicitly warned us against from the start.
1642614354142183425,Slowly more and more credible people began to admit it was a problem. Eventually Elon read Superintelligence and wrote the tweet that launched AI risk into the mainstream: https://t.co/1TjPzr860y
1642614353424953344,When I first started reading about AI risk it was a weird niche concern of a small group living in the Bay Area. 10 or 15 years ago I remember telling people I was worried about AI and getting the distinct impression they thought I was a nut.
1642614352628043778,"From where I'm sitting GPT-4 looks like its two paperclips and a ball of yarn away from being AGI. I don’t think anyone would have predicted a few years ago that a model like GPT-4, trained to predict TEXT, would with enough compute be able to do half the things it does."
1642614351894052864,"“We demonstrate that [...] GPT-4 can solve novel and difficult tasks that span mathematics, coding, vision, medicine, law, psychology and more, without needing any special prompting. Moreover, in all of these tasks, GPT-4's performance is strikingly close to human-level"""
1642614351038406656,"Meanwhile we are rapidly rushing toward AGI. Microsoft Research released a paper a few days ago titled “Sparks of Artificial General Intelligence: Early experiments with GPT-4”.
https://t.co/ZkUI8xdpIO"
1642614350186938368,What happens when we try to give laws or describe values to alien minds that are vastly smarter than us? It can’t be emphasized enough that we have no idea how to do this. This isn’t just an engineering problem. We have no idea how to do this even in theory.
1642614348140154880,"”without AI alignment, AI systems are reasonably likely to cause an irreversible catastrophe like human extinction.” - Paul Christiano (widely considered one of the top alignment researchers)"
1642614346722476032,“With artificial intelligence we are summoning the demon.” And “Mark my words — A.I. is far more dangerous than nukes” - Elon Musk
1642614345933930498,"Here’s what others have said on the risk:

On the risk of AGI killing everyone: “So first of all, I will say, I think that there's some chance of that. And it's really important to acknowledge it.” - Sam Altman"
1642614344906334209,"The most uncertain part has been when AGI would happen, but most timelines have accelerated. Geoffrey Hinton, one of the founders of ML, recently said he can’t rule out AGI in the next 5 years, and that AI wiping out humanity is not inconceivable.
https://t.co/RtllhABzf3"
1642614344109424640,"Of people working in AI safety, a poll of 44 people gave an average probability of about 30% for something terrible happening, with some going well over 50%.

Remember, Russian roulette is 17%.
https://t.co/behv6hA8qZ"
1642614343325089793,"That’s the situation with AGI. Of 738 machine learning researchers polled, 48% gave at least a 10% chance of an extremely bad outcome.
https://t.co/XfDaPJL3IU"
1642614341622181889,"I’m scared of AGI. It's confusing how people can be so dismissive of the risks.

I’m an investor in two AGI companies and friends with dozens of researchers working at DeepMind, OpenAI, Anthropic, and Google Brain. Almost all of them are worried.  

🧵"
1641875613475831810,Has anyone collected various expert's probability of AI doom anywhere?
1641564482689437696,@Grimezsz As someone who knows lots of people at all the major AI labs I can say that they are clearly in an arms race.
1640065345477308417,"Chatgpt is a surveillance tool not just a chatbot, if we evaluate it, we should consider the framework @stoplapdspying developed ""The algorithm is designed to operationalize the ideologies of the institutions of power to produce intended community impact""https://t.co/3zTYzXKEdq"
1641184513043857411,"LLMs only interact with the world through words (and more recently words + images) whereas human (especially human babies!) explore and interact with the world through a trial and error process (active learning-esque).  

Placing AI into the real world would likely require fewer… https://t.co/NUpj4tbJQV https://t.co/HO28pkigli"
1641142744297898022,"Since one can't force the world to slow down on GPT-like AI, pausing won't make sense.  Sure, you can pause your own activities, but that just means others who don't share your concerns push ahead without you.  

Is that preferable?

https://t.co/hHQbykudBY https://t.co/oTS1geIiav"
1639396547078287362,Second time today I'm seeing someone I respect advocate for a slowdown in scaling until current systems are better understood https://t.co/IdW7HwOGir
1637465815711891458,"Anyone can set up a ticketing system with a bug bounty scope &amp; call it a day.
What, except for a budget line that grows every year, do you expect to show for it in a year? In 5 years?

What specific, measurable *security* goals do you have &amp; is your bug bounty set up to deliver?"
1637464809150226432,"We use bugs themselves &amp; patterns in the existing Vulnerability prevention, detection, &amp; handling failures to inform process correction, based on decades of experience.
Nobody else is working at this depth  toward systemic security with *bug bounties*
Expect to pay for expertise."
1636526100754108416,"@Siennafrst Example, one of many:

https://t.co/HuNeKxPyWm"
1641792030232698882,"“but,” says your critic, “how can a language-only model know enough about the real world to cause any real-world damage?” https://t.co/YXtRdRhhiJ"
1640698655630848003,"@Ayegill Look, it just turns out that catastrophically dangerous general planning capabilities don’t require any actual intelligence or understanding, and the lack of actual intelligence makes them more dangerous because they’re less likely to rederive ethical wisdom in their spare cycles"
1639248823099834368,"@entirelyuseles although the model does not have goals, it has attractor basins in its state space in which it simulates subsystems that do. note, Bing Chat (below) is the same architecture as ChatGPT-4 https://t.co/NW5vOVXiuq"
1639239671312990209,"@daniel_eth “Nuclear power is a source of clean energy that is extremely safe, except to the extent that it is used to power large AI training runs”

(to be clear: I believe compute governance should be addressed via Pareto-improving bargains and that generically making things bad because… https://t.co/PJoIXwfoJq"
1639215289677017099,"OpenAI: It’s important for safety that AI-generated code doesn’t have direct real-world effects. So we disabled Internet access on the REPL that we’ve given ChatGPT-4
also OpenAI: we’ve partnered with Zapier to enable ChatGPT-4 to execute over 50,000 actions across 5,000 apps https://t.co/IAhOTGDOlx"
1638576311072354304,@fabianstelzer more evidence for @joe_zimmerman’s “opposite day” AI-hellscape threat model
1637483880155426816,"@ESYudkowsky Have you updated since 2020 towards hypotheses that AGI takeoff is likely to be years-long and feel from the inside almost like normal continuous progress? And/or, do you explain the observations that are more compatible with slow takeoff than fast takeoff by anthropic shadow?"
1643620592573194241,"@timoni I suspect the books by Stuart Russell and Nick Bostrom are currently the best accounts.  Neither is short, and you won't necessarily find either convincing, but they avoid many of the more egregious errors, and are reasonably self-aware about limitations in their argument"
1642570301698637827,"@ylecun Geoff Hinton on AI going ""fast"": ""we have to think hard about how to control that.. we don't know yet, but we have to try.. it's not inconceivable [AI will wipe out humanity]""

Sounds like he doesn't think this is ""preposterously stupid"", quite the reverse https://t.co/62UCnDXhUb"
1641890909074915328,"This question matters a tremendous amount IMO.  If such systems are to be used to do discovery, then their ultimate power will depend greatly on the ability to discover such emergent layers"
1641886611532296192,This is interesting: https://t.co/ry5UW9yQmL https://t.co/zyMlStBCZa
1641880349851672576,"Here it is on specifics (very very interesting, needs checking of course) https://t.co/IS6ipES0Rj"
1641878887377534976,"What are the best examples of concepts discovered by an AI system in the course of training (eg to play chess or predict protein structure), which are (a) important and novel to humans; (b) legible enough to humans that experts now use them?"
1641878299898150915,The question I'm most curious about: did AlphaZero learn important new things about chess that (a) humans didn't know before; but (b) are now legible to us.  It's not yet clear to me whether this happened or not
1641538134046564352,"A feature I find fascinating about ML systems: often ""completely different"" approaches work.  Apparently AlphaFold and AlphaFold 2 were completely different: https://t.co/fdAdq77A6i"
1641264707226177537,"No information about aligned w/ *what*! Putin's goals? Or perhaps the wise beneficent designer, who of course would never do anything underhanded for their own benefit. Nor on how you prevent a similar system being aligned to v different goals

I hope the plan gets better... https://t.co/ugbrLs6kVc"
1641199937328414722,"@mimi10v3 Oh, gosh, helps a lot.  Co-ordination is a capacity that is *built*.  You see this with the history of nuclear (and similar) treaties. This isn't like Covid: you're not trying to co-ordinate 8 billion people.  Co-ordination of the right 100 would make a big difference..."
1641133461758148608,This is an interesting paper (see QT'ed thread).  Much seems to hinge on this argument: https://t.co/KaFLzwSC2t https://t.co/wYW7b1HAgn
1640966997130493952,AI:
1640786701944754176,"Partly for descriptive reasons - many alignment techniques (like RLHF) are mostly accelerationist, &amp; in tension with other approaches to AI safety.  And partly as a contest over branding &amp; politics. Fascinating to watch nearly every AI company claim what they do is ""AI safety"""
1638907027857739779,Evidence for GPT-4 building a world model?  (Even very partial and incomplete.)
1638674585485987840,The famous passage on the intelligence explosion: https://t.co/eMo0OTi4kW
1638674580142448641,"I. J. Good's 1965 paper, ""Speculations Concerning the First Ultraintelligent Machines"" https://t.co/ktsK1bP9US"
1638289305444704256,"Great slide deck here, pointing out that you can (often) get a shorter description by using the net as an inline compressor of the training data.  It'll still be very large (&amp; v v computationally costly!) but it's a really nice point, and a great deck: https://t.co/9ro8gaH2yK"
1637897163937288192,@ProfNoahGian @ylecun You realize RLHF came from the AI alignment community? (I guess not.)
1637859882836828160,"I've noticed this pattern as well: so many people confusing ""slowing AI is challenging"" with ""slowing AI is impossible"" https://t.co/DWKZ69773L"
1637855507280179201,"This is very thoughtful and careful and generally excellent: ""Let's think about slowing down AI"" (by @KatjaGrace ) https://t.co/TJ9nLumiyS"
1637498242559770624,Early discussion of the difference between AI ethics and AI safety: https://t.co/VZdO2bWpfe
1637298741312106498,"GPT-4 basically guesses the answer up front and then sweatily sputters through an increasingly incoherent post hoc rationalization, just like people https://t.co/o9nx2pdApU"
1641772809687822336,"@YeahGloveSki But why would it necessarily end all civilizations? In theory just the one AGI civilization could colonize at nearly the speed of light, sending out probes that send out probes (Von Neumann style).

Unless we never get true AGI, capable of executing a plan like that alone."
1636923769980702726,Update: I’m now convinced GPT-4 intelligent for some reasonable definition. The interpreting infographics thing put me over the top.
1641746284833824774,"Hinton says that he used to think AGI was a long way off, now it looks like 20 years and we can't rule out 5. 

AI existential risk is ""not inconceivable."""
1641061269116538881,"Can you make a tweet-length case for AI safety to a general audience? If you can, your case might make it onto a big stage for a very important piece of public communication. Thanks so much!"
1638239791639588882,Wild to see the off switch getting discussion in a mainstream business magazine. This is when AI safety finally goes mainstream. https://t.co/gm66Ftmvp6
1637853804132532224,"""In this paper, we show that the case for preventing catastrophe does not depend on longtermism. Standard cost-benefit analysis implies that governments should spend much more on reducing catastrophic risk."" https://t.co/AaUiKu3EOP"
1636692553624961024,"""A majority (55%) of Americans are now worried at least somewhat that artificially intelligent machines could one day pose a risk to the human race’s existence.""

https://t.co/N9qrdfvhTq"
1643345174389485568,"With the first known chatbot associated death, ⁦@GaryMarcus⁩
explore what we do and don’t know, and why it matters in the big scheme of things #chatgpt  https://t.co/MEu34q0klH"
1643341689325592578,The Office of the Privacy Commissioner of Canada has just announced that it is launching an investigation into #OpenAI .  https://t.co/DXy6AIrM9n https://t.co/DXy6AIrM9n
1642516972540682241,"@ESYudkowsky @KojimaErgoSum @ylecun This seems backwards?  If you're trying to do something new with a system that's never been done before, that's really hard, you should know EVERYTHING about them.  Because you never know which technical fact will be practically relevant."
1643707295287877638,People are saying creating super intelligent AI is playing with fire. You know what else was playing with fire? Fire.
1643388581417992193,"@moskov @adamdangelo @ESYudkowsky @ylecun To properly answer your question, @moskov (and @jasoncrawford): I think Eliezer's best write-up on ""the basics"" is https://t.co/pJjocKqHPQ.

Here's my own stab at listing out ten relatively important things behind my high p(doom): https://t.co/00My5hXQBR."
1643369942098792448,"And the people who are taking it seriously to some degree, to an important extent aren't willing to worry about things until after they've been experimentally proven to be dangerous, which is a lethal sort of methodology to adopt when you're working with smarter-than-human AI."
1643369684132319232,"8. Neither ML nor the larger world is currently taking this seriously.

This is obviously something we can change. But until it's changed, things will continue to look very bad."
1643365141290053632,"7. On a more fundamental level, we should be starting with a pessimistic prior about achieving reliably good behavior in any complex safety-critical software, particularly if the software is novel."
1643360786839117825,"6. We don't currently know how to do alignment, we don't seem to have a much better idea now than we did 10 years ago, and there are many large novel visible difficulties.

See https://t.co/jVrdg2mIgz and https://t.co/gAaUUt0zhe."
1643360165822087168,"I also think converging on timelines is not very crucial, since even if AGI is 50 years away I think it's the largest single risk we face, and the bare minimum alignment work required for surviving that transition could easily take longer than that."
1643357175446904832,"Links: https://t.co/cAAweAPcT4, https://t.co/ZZHiLNSFt9. https://t.co/X3vUXC67na"
1643356831153270785,"4. Once we can match human intelligence, we can probably vastly exceed it immediately (or very soon).

https://t.co/V88lMdtZwe https://t.co/jJ0VDytaxg"
1643354961764569090,"And you need a thing that 𝘢𝘤𝘵𝘶𝘢𝘭𝘭𝘺 implements internal machinery like that, as opposed to just being optimized to superficially behave as though it does in the narrow and unrepresentative environments it was in before starting to work on WBE.

Novel science work = OOD.)"
1643354467847503873,... or you need to build some new kind of machinery that’s safe for reasons other than the specific reasons humans are safe.
1643354294975094786,"Humans are not blank slates in the relevant ways, such that just raising an AI like a human solves the problem.

This doesn't mean the problem is unsolvable; but it means that you either need to reproduce that internal machinery, in a lot of detail, in AI..."
1643354122199134209,"3. The key differences between humans and ‘things that are more easily approximated as random search processes than as humans-plus-a-bit-of-noise’ lies in lots of complicated machinery in the human brain.

https://t.co/6YtNVhVctc

https://t.co/StpwXHREvn

https://t.co/EtSq2LE1bG."
1643353490348187648,"The only reason this is more confusing in the case of 'predict humans' than in the case of 'predict weather patterns' is that humans and AI systems are both intelligences, so it's easier to slide between 'the AI models humans' and 'the AI is basically a human'."
1643352205062451201,"They look like ""build a relatively complex and alien optimization process that is good at imitation tasks (and potentially at many other tasks)"".

You don't need to be a human in order to model humans, any more than you need to be a cloud in order to model clouds well."
1643351348895973376,"It's not obvious to me that GPT-like systems can scale to capabilities like 'build WBE'. But if they do, we face the problem that most ways of successfully imitating humans don't look like ""build a human (that's somehow superhumanly good at imitating the Internet)""."
1643350404842004480,"Note that the same problem holds for systems trained to imitate humans, if those systems scale to being able to do things like 'build WBE'. 'We're training on something related to humans' doesn't give us 'we're training things that are best thought of as humans plus noise'."
1643349434338791424,"There are two separate problems: that current ML finds things-that-act-like-they're-optimizing-the-task-you-wanted rather than things-that-actually-internally-optimize-the-task-you-wanted, and also that internally ~maximizing most superficially desirable ends will kill humanity.)"
1643349162090696704,(Note that 'we're going to build systems that are more like A Randomly Sampled Plan than like A Civilization of Human Von Neumanns' doesn't imply that the plan we'll get is the one we wanted!
1643348709659529217,"2. Current ML work is on track to produce things that are, in the ways that matter, more like 'randomly sampled plans' than like 'the sorts of plans a civilization of human von Neumanns would produce'. (Before we're anywhere near being able to produce the latter sorts of things.)"
1643347070605213696,"This isn't true of all plans that successfully push our world into a specific (sufficiently-hard-to-reach) physical state, but it's true of the vast majority of them."
1643345947144105984,"The danger is in the cognitive work, not in some emergent feature of the ""agent""; it's in the task itself.

It isn't that the abstract space of plans was built by evil human-hating minds; it's that the instrumental convergence thesis holds for the plans themselves."
1643345428300324864,"... and all we knew about the plan is that executing it would successfully achieve some superhumanly ambitious tech goal like 'invent fast-running whole-brain emulation'...

... then hitting a button to execute the plan would kill all humans, with very high probability."
1643345277762551808,"Call such sequences ""plans"". If you sampled a random plan from the space of all writable plans (weighted by length, in any extant formal language)..."
1643344817433513985,"1. A common misconception is that the core danger is something murky about ""agents"" or about self-awareness.

Instead, I'd say that the danger is inherent to the nature of mental and physical action sequences that push the world toward some sufficiently-hard-to-reach state."
1643342330290913280,"I've been citing https://t.co/jVrdg2mIgz to explain why the situation with AI looks doomy to me. But that post is relatively long, and emphasizes specific open technical problems over ""the basics"".

Here are 10 things I'd focus on if I were giving ""the basics"" on why I'm worried:"
1643021008365027328,"@jasoncrawford @lesswrong (Also, to be clear, we only think you can predict a few specific things about AGI today, at extremely coarse granularity. They just happen to be pretty important things for current planning, exceptions to the general prior that forecasting the future is super difficult.)"
1643020542285611009,"@jasoncrawford @lesswrong ""We need to understand this system better before we can produce good outcomes from it with nontrivial probability"" is a very far cry from ""safety by deductive proof""."
1643020201590689792,"@jasoncrawford @lesswrong That includes inferring theorems from other theorems, but it also includes faster and better inference from empirical data. AI with access to the Internet can read about past experiments; AI with access to actuators can run its own experiments."
1643019422687465472,"@jasoncrawford @lesswrong And ""Human brains are visibly bad enough at STEM that once we can automate STEM work, we can probably achieve things like nanotech pretty easily."" Once you can automate a cognitive task at all, you can often blow humans out of the water by scaling that task with compute."
1643018978871377920,"@jasoncrawford @lesswrong Cf. https://t.co/F1zWIpe6SX: ""The sixth virtue is empiricism. The roots of knowledge are in observation and its fruit is prediction."""
1643017888104841216,"@jasoncrawford And that relative to the ML field as it exists now, we need to be more willing and able to exercise foresight and to think ahead about problems (note: not the same thing as disdaining empiricism and only doing first-principles reasoning!!) if we're to have a chance at succeeding."
1643017698845294592,"@jasoncrawford It's that solving the problem quickly enough for us not to all die, and doing trial-and-error safely enough in practice, requires that our understanding of systems' internals advance a lot faster (relative to capabilities progress) than it has to date."
1643017487943073793,@jasoncrawford The claim isn't that humans could possibly solve the whole alignment problem without any experiments or trial-and-error with working ML systems.
1643015704961228801,"@jasoncrawford ... and a basic ability to shape those internal features without overwhelmingly relying on behavioral proxies. Regardless of how much messy engineering, testing, experiment, and (safe) trial-and-error is involved in making that happen. (Inevitably there will be a lot!)"
1643015370708779008,"@jasoncrawford Instead, we're calling for a basic level of understanding of the internals of ML systems (what problems models are internally solving, what targets they're optimizing, what parts of the world they're representing, how capable they are, etc.)... 

(cf. https://t.co/K5WyDfCYw3)"
1643014540391763968,"@jasoncrawford ... and while it might be nice to be able to prove some theorems about our systems, this is not the thing Eliezer (or most others who think business-as-usual with AI isn't sufficient) are calling for.

Cf. https://t.co/jVrdg2mIgz https://t.co/1v9VOGAEI7"
1642689615814610944,@azsantosk @ohabryka @RichardMCNgo @adamdangelo @moskov @ESYudkowsky @ylecun I love this question. Here's Nate's answer in https://t.co/PVPzeU4wE7: https://t.co/RVT1AUEhEz
1642678332474138625,@jachiam0 @moskov @adamdangelo @ESYudkowsky @ylecun There's a tendency for people to quietly concede the 'main objections' and then come back with new objections later. There seems to be a general generator of optimism that's more basic and stable than the specific arguments that are explicitly brought out.
